timestamp,n_shuttlecock,external_pay
2024-05-09 21:25,1,0
2024-05-13 21:25,12,0
2024-05-20 21:25,13,0
2024-05-27 20:24,10,0
2024-05-31 20:01,6,88
2024-06-07 20:01,9,60
