timestamp,n_shuttlecock,external_pay,pay_to_external
2025-05-19 21:00,5,0,0
2025-05-26 21:00,13,25,0
2025-06-09 21:00,12,0,0
2025-06-16 21:00,12,0,0
2025-06-23 21:00,10,0,0
