timestamp,n_shuttlecock,external_pay,pay_to_external
2024-12-23 21:00,4,15,0
2025-01-06 21:00,8,0,0
2025-01-13 21:00,12,0,0
2025-01-20 21:00,7,0,0
2025-01-27 21:00,15,0,0
2025-02-03 21:00,5,0,0
2025-02-07 21:00,6,0,0
2025-02-10 21:00,9,102,0
