timestamp,n_shuttlecock,external_pay,pay_to_external
2025-02-24 21:00,5,0,0
2025-03-03 21:00,5,0,45
2025-03-10 21:00,8,15,0
2025-03-17 21:00,6,0,0
2025-03-24 21:00,5,0,0
2025-04-21 21:00,8,60,0
