timestamp,n_shuttlecock,external_pay,pay_to_external
2025-09-08 21:00,9,45,0
2025-09-15 21:00,8,0,0
2025-09-22 21:00,8,0,0
2025-09-29 21:00,10,0,0
2025-10-06 21:00,10,0,0
2025-10-20 21:00,9,0,0
2025-10-27 21:00,10,30,0
