timestamp,n_shuttlecock,external_pay,pay_to_external
2024-11-11 21:00,4,0,0
2024-11-18 21:00,12,0,90
2024-11-25 21:00,12,0,0
2024-12-02 21:00,12,0,0
2024-12-06 21:00,2,0,0
2024-12-13 21:00,3,0,0
